therapeutic_class,capsule_name,pdl_name,status
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Rapid Acting Insulin,Apidra SoloStar,Apidra® SoloStar® / Vial,Non-Preferred
BEHAVIORAL HEALTH: ANTIDEPRESSANTS: Other,Aplenzin,Aplenzin® Tablet,Non-Preferred
ANTICONVULSANTS: CARBAMAZEPINE DERIVATIVES: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Aptiom,Aptiom® Tablet,Preferred
HEMATOLOGIC: HEMATOPOIETIC AGENTS: Oral,Aranesp,Aranesp® Syringe / Vial,Preferred
ALZHEIMER’S AGENTS: : ,Aricept,Aricept® Tablet,Non-Preferred
"ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antibiotics, Inhaled",Arikayce,Arikayce® Vial,Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Aripiprazole ODT,aripiprazole ODT  (generic for Abilify® Discmelt®),Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Aripiprazole oral solution,aripiprazole Tablet / Solution  (generic for Abilify®),Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Aripiprazole tablet,aripiprazole Tablet / Solution  (generic for Abilify®),Preferred
BEHAVIORAL HEALTH: INJECTABLE ANTIPSYCHOTICS: Injectable Long Acting,Aristada,Aristada® / Initio™ Syringe,Preferred
BEHAVIORAL HEALTH: INJECTABLE ANTIPSYCHOTICS: Injectable Long Acting,Aristada Initio,Aristada® / Initio™ Syringe,Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Armonair Digihaler,ArmonAir™ Digihaler™,Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Arnuity Ellipta,Arnuity® Ellipta® Inhaler,Preferred
GASTROINTESTINAL: ULCERATIVE COLITIS: Oral,Asacol HD,Asacol® HD Tablet,Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Asenapine,asenapine SL tablet (generic for Saphris® SL),Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Asmanex HFA,Asmanex® HFA Inhaler / Twisthaler®,Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Asmanex Twisthaler,Asmanex® HFA Inhaler / Twisthaler®,Preferred
CARDIOVASCULAR: PLATELET INHIBITORS: Oral / Transdermal,Aspirin / Dipyridamole,aspirin/dipyridamole ER capsule (generic for Aggrenox®),Non-Preferred
MISCELLANEOUS: IMMUNOSUPPRESSANTS: Weight Management Other (Non-Incretin Mimetics),Astagraf XL ER capsule,Astagraf® XL Capsule,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Oral,Aubagio tablet,Aubagio® Tablet,Non-Preferred
GENITOURINARY / RENAL: ELECTROLYTE DEPLETERS (KIDNEY DISEASE): Rectal,Auryxia,Auryxia® Tablet,Non-Preferred
MISCELLANEOUS: MOVEMENT DISORDERS: Weight Management Other (Non-Incretin Mimetics),Austedo,Austedo® Tablet,Preferred
MISCELLANEOUS: MOVEMENT DISORDERS: Weight Management Other (Non-Incretin Mimetics),Austedo XR,Austedo® XR Tablet / Titration Kit,Preferred
MISCELLANEOUS: MOVEMENT DISORDERS: Weight Management Other (Non-Incretin Mimetics),Austedo XR titration pack,Austedo® XR Tablet / Titration Kit,Preferred
BEHAVIORAL HEALTH: ANTIDEPRESSANTS: Other,Auvelity,Auvelity® Tablet,Non-Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Auvi-Q 0.1 mg,Auvi-Q®Auto Injector,Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Auvi-Q 0.15 mg,Auvi-Q®Auto Injector,Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Auvi-Q 0.3 mg,Auvi-Q®Auto Injector,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable,Avonex auto-injector,Avonex® Pack / Pen / Syringe,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable,Avonex prefilled syringe,Avonex® Pack / Pen / Syringe,Preferred
BEHAVIORAL HEALTH: ANTIHYPERKINESIS / ADHD: Selective Serotonin Reuptake Inhibitor (SSRI),Azstarys,Azstarys™ Capsule,Non-Preferred
MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),Baclofen oral solution,baclofen oral solution,Non-Preferred
MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),Baclofen tablet,baclofen tablet (generic for Lioresal®),Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Oral,Bafiertam,Bafiertam™ Capsule,Non-Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Banzel oral suspension,Banzel® Suspension,Non-Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Banzel tablet,Banzel® Tablet,Non-Preferred
ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Hepatitis B Agents),Baraclude,Baraclude® Solution / Tablet,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Long Acting Insulin,Basaglar Kwikpen,Basaglar® U-100 KwikPen®,Non-Preferred
CARDIOVASCULAR: ACE INHIBITORS: Oral / Transdermal,Benazepril,benazepril tablet (generic for Lotensin®),Preferred
CARDIOVASCULAR: BETA BLOCKERS: Oral / Transdermal,Betapace,Betapace® Tablet / AF Tablet,Non-Preferred
CARDIOVASCULAR: BETA BLOCKERS: Oral / Transdermal,Betapace AF,Betapace® Tablet / AF Tablet,Non-Preferred
"ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antibiotics, Inhaled",Bethkis,Bethkis® Ampule,Preferred
RESPIRATORY: ORALLY INHALED ANTICHOLINERGICS / COPD AGENTS: Oral,Bevespi Aerosphere,Bevespi® Aerosphere®,Non-Preferred
"MISCELLANEOUS: ESTROGEN AGENTS, COMBINATIONS: Weight Management Other (Non-Incretin Mimetics)",Bijuva capsule,Bijuva® Capsule,Non-Preferred
CARDIOVASCULAR: ENDOTHELIN RECEPTOR ANTAGONISTS: Oral / Transdermal,Bosentan,bosentan tablet (generic for Tracleer® Tablet),Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Breo Ellipta,Breo® Ellipta®,Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Breyna,Breyna™ Inhaler,Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Breztri Aerosphere,Breztri™ Aerosphere™,Non-Preferred
CARDIOVASCULAR: PLATELET INHIBITORS: Oral / Transdermal,Brilinta,Brilinta® Tablet,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable,Briumvi,Briumvi™ Vial,Non-Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Briviact oral solution,Briviact® Tablet / Solution,Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Briviact tablet,Briviact® Tablet / Solution,Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Budesonide / Formoterol authorized generic Symbicort,budesonide / formoterol inhalation (generic for Symbicort®),Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Budesonide respules (inhalation suspension),"budesonide suspension 0.25mg, 0.5mg, 1mg (generic for Pulmicort® Respules)",Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: GLP-1 Receptor Agonists and Combinations indicated for the treatment of Diabetes,Bydureon Bcise,Bydureon® BCise™,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: GLP-1 Receptor Agonists and Combinations indicated for the treatment of Diabetes,Byetta,Byetta® Pen,Preferred
GASTROINTESTINAL: BILE ACID SALTS: Thiazolidinediones and Combinations,Bylvay Alagille Syndrome (ALGS),Bylvay™ Capsule / Pellet,Non-Preferred
GASTROINTESTINAL: BILE ACID SALTS: Thiazolidinediones and Combinations,Bylvay Progressive Familial Intrahepatic Cholestatis (PFIC),Bylvay™ Capsule / Pellet,Non-Preferred
"CARDIOVASCULAR: CARDIOVASCULAR, OTHER: Oral / Transdermal",Camzyos,Camzyos® Capsule,Preferred
CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKERS: Oral / Transdermal,Candesartan,candesartan tablet (generic for Atacand®),Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Caplyta,Caplyta™ Capsule,Non-Preferred
CARDIOVASCULAR: ACE INHIBITORS: Oral / Transdermal,Captopril,captopril tablet (generic for Capoten®),Non-Preferred
"ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antibiotics, Inhaled",Cayston,Cayston® Solution,Non-Preferred
DISPOSABLE INSULIN DELIVERY DEVICES: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),CeQur Simplicity,CeQur Simplicity™,Preferred
OPHTHALMIC: ANTI-INFLAMMATORY / IMMUNOMODULATOR: Oral,Cequa,Cequa™ Drops,Non-Preferred
GASTROINTESTINAL: BILE ACID SALTS: Thiazolidinediones and Combinations,Chenodal tablet,Chenodal® Tablet,Non-Preferred
GASTROINTESTINAL: BILE ACID SALTS: Thiazolidinediones and Combinations,Cholbam capsule,Cholbam® Capsule,Non-Preferred
TOPICALS: ANTIBIOTICS - VAGINAL: Oral,Cleocin 2% cream,Cleocin® Vaginal Cream,Non-Preferred
TOPICALS: ANTIBIOTICS - VAGINAL: Oral,Cleocin ovules / vaginal suppository,Cleocin® Vaginal Ovules,Preferred
TOPICALS: ANTIBIOTICS - VAGINAL: Oral,Clindamycin 2% Cream,clindamycin vaginal cream (generic for Cleocin® Vaginal Cream),Non-Preferred
TOPICALS: ANTIBIOTICS - VAGINAL: Oral,Clindesse 2% prefilled applicator cream,Clindesse® Vaginal Cream,Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Clobazam oral suspension,clobazam suspension / tablet  (generic for Onfi®),Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Clobazam tablet,clobazam suspension / tablet  (generic for Onfi®),Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Clozapine ODT,clozapine ODT (generic for FazaClo®),Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Clozapine tablet,clozapine tablet (generic for Clozaril®),Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Clozaril,Clozaril® Tablet,Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Cobenfy capsule,Cobenfy,Non-Preferred
OPHTHALMIC: BETA BLOCKER AGENTS / COMBINATIONS: Oral,Combigan,Combigan®  Drops,Preferred
RESPIRATORY: ORALLY INHALED ANTICHOLINERGICS / COPD AGENTS: Oral,Combivent Respimat inhalation aerosol solution,Combivent® Respimat® Inhalation Spray,Preferred
BEHAVIORAL HEALTH: ANTIHYPERKINESIS / ADHD: Selective Serotonin Reuptake Inhibitor (SSRI),Concerta ER,Concerta® Tablet,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable,Copaxone 20 mg,Copaxone® Syringe,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Injectable,Copaxone 40 mg,Copaxone® Syringe,Preferred
GASTROINTESTINAL: PANCREATIC ENZYMES: Thiazolidinediones and Combinations,Creon,Creon® Capsule,Preferred
OPHTHALMIC: ANTI-INFLAMMATORY / IMMUNOMODULATOR: Oral,Cyclosporine ophthalmic emulsion,cyclosporine emulsion (generic for Restasis®),Non-Preferred
RESPIRATORY: ORALLY INHALED ANTICHOLINERGICS / COPD AGENTS: Oral,Daliresp,Daliresp® Tablet,Non-Preferred
MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),Dantrium,Dantrium® Capsule / Vial,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: SGLT-2 Inhibitors and Combinations,Dapagliflozin,dapagliflozin tablet (generic for Farxiga®),Non-Preferred
ANTICONVULSANTS: FIRST GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Depakote,Depakote® Tablet,Non-Preferred
DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Transmitters / Receivers / Readers: Weight Management Other (Non-Incretin Mimetics),DexCom G6 Receiver,Dexcom G6® Transmitter / Receiver,Preferred
DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Sensors: Weight Management Other (Non-Incretin Mimetics),DexCom G6 Sensor,Dexcom G6® Sensor,Preferred
DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Transmitters / Receivers / Readers: Weight Management Other (Non-Incretin Mimetics),DexCom G7 Receiver,Dexcom G7® Receiver,Preferred
DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Sensors: Weight Management Other (Non-Incretin Mimetics),DexCom G7 Sensor,Dexcom G7® Sensor,Preferred
DIABETIC CONTINUOUS GLUCOSE MONITOR SUPPLIES: Continuous Glucose Monitor Transmitters / Receivers / Readers: Weight Management Other (Non-Incretin Mimetics),Dexcom G6 Transmitter,Dexcom G6® Transmitter / Receiver,Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Diacomit capsule,Diacomit® Capsule / Powder Pack,Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Diacomit packet for oral suspension,Diacomit® Capsule / Powder Pack,Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Oral,Dimethyl Fumarate,dimethyl fumarate DR capsule / starter pack (generic for Tecfidera® Capsule / Starter Pack),Preferred
ALZHEIMER’S AGENTS: : ,Donepezil ODT,"donepezil 5mg, 10mg tablet / ODT (generic for Aricept® /  ODT)",Preferred
ALZHEIMER’S AGENTS: : ,"Donepezil tablet, 10 mg","donepezil 5mg, 10mg tablet / ODT (generic for Aricept® /  ODT)",Preferred
ALZHEIMER’S AGENTS: : ,"Donepezil tablet, 23 mg",donepezil 23mg tablet (generic for Aricept®),Non-Preferred
ALZHEIMER’S AGENTS: : ,"Donepezil tablet, 5 mg","donepezil 5mg, 10mg tablet / ODT (generic for Aricept® /  ODT)",Preferred
RESPIRATORY: ORALLY INHALED ANTICHOLINERGICS / COPD AGENTS: Oral,Duaklir Pressair,Duaklir® Pressair®,Non-Preferred
"MISCELLANEOUS: ESTROGEN AGENTS, ORAL / TRANSDERMAL: Weight Management Other (Non-Incretin Mimetics)",Duavee tablet,Duavee® Tablet,Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Dulera,Dulera® Inhaler,Preferred
ANALGESICS: NEUROPATHIC PAIN: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Duloxetine generic Cymbalta,duloxetine capsule (generic for Cymbalta®),Preferred
ANALGESICS: NEUROPATHIC PAIN: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Duloxetine generic Irenka,duloxetine capsule (generic for Irenka®),Non-Preferred
OPHTHALMIC: PROSTAGLANDIN AGONISTS: Oral,Durysta,Durysta® Implant,Non-Preferred
BEHAVIORAL HEALTH: ANTIHYPERKINESIS / ADHD: Selective Serotonin Reuptake Inhibitor (SSRI),Dyanavel XR oral suspension,Dyanavel® XR Suspension,Non-Preferred
BEHAVIORAL HEALTH: ANTIHYPERKINESIS / ADHD: Selective Serotonin Reuptake Inhibitor (SSRI),Dyanavel XR tablet,Dyanavel® XR Tablet,Non-Preferred
CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKERS: Oral / Transdermal,Edarbi,Edarbi® Tablet,Non-Preferred
CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKER DIURETIC COMBINATIONS: Oral / Transdermal,Edarbyclor,Edarbyclor® Tablet,Non-Preferred
HEMATOLOGIC: ANTICOAGULANTS: Oral,Eliquis,Eliquis® Tablet / Starter Dose Pack,Preferred
"MISCELLANEOUS: GLUCOCORTICOID STEROIDS, ORAL: Weight Management Other (Non-Incretin Mimetics)",Emflaza oral suspension,Emflaza® Suspension,Non-Preferred
"MISCELLANEOUS: GLUCOCORTICOID STEROIDS, ORAL: Weight Management Other (Non-Incretin Mimetics)",Emflaza tablet,Emflaza® Tablet,Preferred
CENTRAL NERVOUS SYSTEM: ANTIMIGRAINE AGENTS: CGRP Blockers/Modulators PREVENTATIVE,Emgality 100 mg,Emgality® Pen / Syringe,Preferred
CENTRAL NERVOUS SYSTEM: ANTIMIGRAINE AGENTS: CGRP Blockers/Modulators PREVENTATIVE,Emgality 120 mg,Emgality® Pen / Syringe,Preferred
CARDIOVASCULAR: ACE INHIBITORS: Oral / Transdermal,Enalapril,enalapril tablet (generic for Vasotec®),Preferred
ANTI-INFECTIVES - SYSTEMIC: ANTIBIOTICS: Antivirals (Hepatitis B Agents),Entecavir,entecavir tablet (generic for Baraclude®),Preferred
MISCELLANEOUS: IMMUNOSUPPRESSANTS: Weight Management Other (Non-Incretin Mimetics),Envarsus XR,Envarsus® XR Tablet,Preferred
"MISCELLANEOUS: GLUCOCORTICOID STEROIDS, ORAL: Weight Management Other (Non-Incretin Mimetics)",Eohilia oral suspension,Eohilia® Suspension,Non-Preferred
"MISCELLANEOUS: GLUCOCORTICOID STEROIDS, ORAL: Weight Management Other (Non-Incretin Mimetics)","Eohilia oral suspension, Eosinophilic Esophagitis",Eohilia® Suspension,Non-Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Epidiolex,Epidiolex® Solution,Non-Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Epinephrine (Generic Adrenaclick) 0.15mg,epinephrine auto injector (generic for Adrenaclick®),Non-Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Epinephrine (Generic Adrenaclick) 0.3mg,epinephrine auto injector (generic for Adrenaclick®),Non-Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Epinephrine (Mylan Ag Epipen And Jr) 0.15mg Mylan's EpiPen Jr AG,epinephrine auto injector (generic for Epi-Pen® / Epi-Pen® Jr.),Preferred
"MISCELLANEOUS: EPINEPHRINE, SELF INJECTED: Weight Management Other (Non-Incretin Mimetics)",Epinephrine (Mylan Ag Epipen And Jr) 0.3mg Mylan's EpiPen AG,epinephrine auto injector (generic for Epi-Pen® / Epi-Pen® Jr.),Preferred
HEMATOLOGIC: HEMATOPOIETIC AGENTS: Oral,Epogen,Epogen® Vial,Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Eprontia,Eprontia™ Solution,Preferred
CARDIOVASCULAR: ANGIOTENSIN II RECEPTOR BLOCKERS: Oral / Transdermal,Eprosartan,eprosartan tablet (generic for Teveten®),Non-Preferred
ANTICONVULSANTS: CARBAMAZEPINE DERIVATIVES: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Equetro,Equetro® Capsule,Preferred
BEHAVIORAL HEALTH: INJECTABLE ANTIPSYCHOTICS: Injectable Long Acting,Erzofri prefilled syringe,Erzofri® (paliperidone palmitate) extended-release injectable suspension,Preferred
GASTROINTESTINAL: PROTON PUMP INHIBITORS: Thiazolidinediones and Combinations,Esomeprazole,esomeprazole magnesium capsule (generic for Nexium® Rx ),Preferred
OSTEOPOROSIS: BONE RESORPTION SUPPRESSION AND RELATED AGENTS: Oral,Evenity,Evenity™ Syringe,Non-Preferred
ALZHEIMER’S AGENTS: : ,Exelon,Exelon® Patch,Preferred
OPHTHALMIC: ANTI-INFLAMMATORY / IMMUNOMODULATOR: Oral,Eysuvis ophthalmic suspension,Eysuvis® Drops,Non-Preferred
BEHAVIORAL HEALTH: ATYPICAL ANTIPSYCHOTICS: Oral / Transdermal,Fanapt,Fanapt® Tablet / Titration Pack,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - ORAL: SGLT-2 Inhibitors and Combinations,Farxiga,Farxiga® Tablet,Preferred
ANTICONVULSANTS: FIRST GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Felbatol oral suspension,Felbatol® Suspension / Tablet,Preferred
ANTICONVULSANTS: FIRST GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Felbatol tablet,Felbatol® Suspension / Tablet,Preferred
BEHAVIORAL HEALTH: ANTIDEPRESSANTS: Other,Fetzima,Fetzima® Capsule / Titration Pak,Non-Preferred
MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),Fexmid,Fexmid® Tablet,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Rapid Acting Insulin,Fiasp,Fiasp® FlexTouch® / Penfill® / PumpCart® / Vial,Non-Preferred
ENDOCRINOLOGY: HYPOGLYCEMICS - INJECTABLE: Rapid Acting Insulin,Fiasp FlexTouch,Fiasp® FlexTouch® / Penfill® / PumpCart® / Vial,Non-Preferred
CENTRAL NERVOUS SYSTEM: MULTIPLE SCLEROSIS: Oral,Fingolimod capsule,fingolimod capsule (generic for Gilenya®),Preferred
ANTICONVULSANTS: SECOND GENERATION: Short Acting Schedule III – IV Opioids / Analgesic Combinations,Fintepla,Fintepla®  Solution,Preferred
OPHTHALMIC: ANTI-INFLAMMATORY: Oral,Flarex ophthalmic suspension,Flarex® Drops,Preferred
MISCELLANEOUS: SKELETAL MUSCLE RELAXANTS: Weight Management Other (Non-Incretin Mimetics),Fleqsuvy,Fleqsuvy™ Suspension,Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Flovent Diskus,Flovent® Diskus / HFA Inhaler,Preferred
RESPIRATORY: INHALED CORTICOSTEROIDS: Oral,Flovent HFA,Flovent® Diskus / HFA Inhaler,Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Fluticasone / Salmeterol generic Advair Diskus,fluticasone / salmeterol inhalation (generic for Advair® Diskus®),Non-Preferred
RESPIRATORY: INHALED CORTICOSTEROID COMBINATIONS: Oral,Fluticasone / Salmeterol generic Advair HFA,fluticasone / salmeterol HFA inhaler (generic for Advair® HFA),Non-Preferred
OSTEOPOROSIS: BONE RESORPTION SUPPRESSION AND RELATED AGENTS: Oral,Forteo,Forteo® Pen,Non-Preferred
