therapeutic_class,pdl_name,status
ACNE AGENTS: RETINOIDS,tretinoin cream,Preferred
ACNE AGENTS: RETINOIDS,ALTRENO (tretinoin),Non-Preferred
ACNE AGENTS: RETINOIDS,ARAZLO (tazarotene),Non-Preferred
ACNE AGENTS: RETINOIDS,ATRALIN (tretinoin),Non-Preferred
ACNE AGENTS: RETINOIDS,DIFFERIN (adapalene),Non-Preferred
ACNE AGENTS: RETINOIDS,FABIOR (tazarotene),Non-Preferred
ACNE AGENTS: RETINOIDS,RETIN-A MICRO (tretinoin),Non-Preferred
ACNE AGENTS: RETINOIDS,RETIN-A MICRO PUMP (tretinoin),Non-Preferred
ACNE AGENTS: RETINOIDS,tretinoin gel,Non-Preferred
ACNE AGENTS: RETINOIDS,tretinoin microsphere,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,adapalene/benzoyl peroxide gel,Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,ACANYA (benzoyl peroxide/clindamycin) gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,clindamycin/benzoyl peroxide 1%-5% gel w/pump,Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,CABTREO (clindamycin/adapalene/benzoyl peroxide) gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,"sodium sulfacetamide w/sulfur 8%-4%, 9%-
4.25%, 10-5% suspension",Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,CLEANSING WASH (sulfacetamide sodium/sulfur/urea) cleanser,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,"clindamycin phosphate/benzoyl peroxide 1.2%-
2.5% gel",Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,clindamycin phosphate/tretinoin 1.2%-0.025% gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,clindamycin/benzoyl peroxide 1%-5% gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,clindamycin/benzoyl peroxide 1.2%-3.75% gel w/pump (generic ONEXTON),Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,EPIDUO FORTE (adapalene/benzoyl peroxide) gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,erythromycin/benzoyl peroxide gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,"NEUAC (benzoyl peroxide/clindamycin) cream, gel",Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,ONEXTON (benzoyl peroxide/clindamycin) gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,sodium sulfacetamide w/sulfur 8%-4% cleanser,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,sodium sulfacetamide w/sulfur 10%-2% cream,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,"sodium sulfacetamide w/sulfur 10%-5% cream, lotion",Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,"SSS (sodium sulfacetamide/sulfur)10-5 cream, foam",Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,TWYNEO (benzoyl peroxide/tretinoin) cream,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,ZIANA (clindamycin/tretinoin) gel,Non-Preferred
ACNE AGENTS (continued): OTHERS/COMBINATION PRODUCTS,ZMA CLEAR (sodium sulfacetamide/sulfur) suspension,Non-Preferred
ALPHA-1 PROTEINASE INHIBITORS,ARALAST NP,Preferred
ALPHA-1 PROTEINASE INHIBITORS,GLASSIA,Preferred
ALPHA-1 PROTEINASE INHIBITORS,PROLASTIN C,Preferred
ALPHA-1 PROTEINASE INHIBITORS,ZEMAIRA,Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,"donepezil 5 mg, 10 mg ODT, tablets",Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,ADLARITY (donepezil),Non-Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,galantamine,Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,ARICEPT (donepezil),Non-Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,galantamine ER,Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,donepezil 23 mg tablet,Non-Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,rivastigmine,Preferred
ALZHEIMER’S AGENTS : CHOLINESTERASE INHIBITORS,EXELON (rivastigmine),Non-Preferred
ALZHEIMER’S AGENTS (continued),Zunveyl (benzgalantamine gluconate)NR,Non-Preferred
ALZHEIMER’S AGENTS (continued),Zunveyl (benzgalantamine gluconate)NR,Non-Preferred
ALZHEIMER’S AGENTS (continued): NMDA RECETPOR ANTAGONISTS,memantine,Preferred
ALZHEIMER’S AGENTS (continued): NMDA RECETPOR ANTAGONISTS,memantine ER,Non-Preferred
ALZHEIMER’S AGENTS (continued): NMDA RECETPOR ANTAGONISTS,NAMENDA (memantine),Non-Preferred
ALZHEIMER’S AGENTS (continued): NMDA RECETPOR ANTAGONISTS,NAMENDA XR (memantine ER),Non-Preferred
ALZHEIMER’S AGENTS (continued): COMBINATION AGENTS,NAMZARIC (memantine/donepezil),Non-Preferred
ALZHEIMER’S AGENTS (continued): COMBINATION AGENTS,memantine/donepezil ER,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",acetaminophen/caffeine/dihydrocodeine,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",ACTIQ (fentanyl),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",acetaminophen/codeine,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",aspirin/butalbital/caffeine/codeine,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",codeine,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",butalbital/acetaminophen/caffeine/codeine,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",ENDOCET (oxycodone/acetaminophen),Preferred
"ANALGESICS, OPIOID-SHORT ACTING",butorphanol,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",hydrocodone/acetaminophen,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",DILAUDID (hydromorphone),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",hydromorphone,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",fentanyl citrate,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",morphine sulfate,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",FENTORA (fentanyl),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",oxycodone,Preferred
"ANALGESICS, OPIOID-SHORT ACTING","FIORICET W/CODEINE 
(butalbital/acetaminophen/codeine)",Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",oxycodone/acetaminophen (325 mg acetaminophen formulations),Preferred
"ANALGESICS, OPIOID-SHORT ACTING",hydrocodone/ibuprofen,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",tramadol 50 mg tablet,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",meperidine,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",tramadol/acetaminophen,Preferred
"ANALGESICS, OPIOID-SHORT ACTING",NALOCET (oxycodone/acetaminophen),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",levorphanol,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",oxymorphone,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",pentazocine/naloxone,Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",PERCOCET (oxycodone/acetaminophen),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",PROLATE (oxycodone/acetaminophen),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",ROXICODONE (oxycodone),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",ROXYBOND (oxycodone),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",SEGLENTIS (tramadol/celecoxib),Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING","tramadol 25 mg, 75 mg, 100 mg tablet",Non-Preferred
"ANALGESICS, OPIOID-SHORT ACTING",tramadol solution,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING",BUTRANS (buprenorphine),Preferred
"ANALGESICS, OPIOID-LONG ACTING",BELBUCA (buprenorphine),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING",fentanyl patch,Preferred
"ANALGESICS, OPIOID-LONG ACTING",buprenorphine patch,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING",morphine sulfate ER tablet,Preferred
"ANALGESICS, OPIOID-LONG ACTING",CONZIP (tramadol),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING",hydrocodone bitartrate ER,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING",hydromorphone ER,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",HYSINGLA ER (hydrocodone),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",HYSINGLA ER (hydrocodone),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",methadone,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",methadone intensol,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",METHADOSE (methadone),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",morphine sulfate ER capsule,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",MS CONTIN (morphine),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",oxycodone ER,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",OXYCONTIN (oxycodone),Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",oxymorphone ER,Non-Preferred
"ANALGESICS, OPIOID-LONG ACTING (continued)",tramadol ER,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"diclofenac 1%, 3% gel",Preferred
ANALGESICS/ANESTHETICS (TOPICAL),DERMACINRX LIDOCAN (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"lidocaine 4% cream, patch, solution",Preferred
ANALGESICS/ANESTHETICS (TOPICAL),DERMACINRX LIDOGEL (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"lidocaine 5% cream, ointment, patch",Preferred
ANALGESICS/ANESTHETICS (TOPICAL),DERMACINRX LIDOREX (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),lidocaine 40 mg/mL solution,Preferred
ANALGESICS/ANESTHETICS (TOPICAL),diclofenac epolamine,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),lidocaine/prilocaine cream,Preferred
ANALGESICS/ANESTHETICS (TOPICAL),diclofenac sodium 2% solution pump,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),TRIDACAINE (lidocaine) patch,Preferred
ANALGESICS/ANESTHETICS (TOPICAL),DICLOGEN (diclofenac/menthol/camphor) kit,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),TRIDACAINE XL (lidocaine) patch,Preferred
ANALGESICS/ANESTHETICS (TOPICAL),DOLOGESIC PAIN RELIEF (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"ULTRA LIDO (lidocaine) cream, gel",Preferred
ANALGESICS/ANESTHETICS (TOPICAL),LIDAFLEX (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),lidocaine 3% cream,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"lidocaine 4% kit, liquid",Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),lidocaine/hydrocortisone,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),lidocaine/prilocaine kit,Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"LIDOCAN II, III, IV, V (lidocaine)",Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),LIDOCORT (lidocaine/hydrocortisone),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),LIDODERM (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),LIDOTRAL (lidocaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),LIXOFEN (diclofenac),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),PENNSAID (diclofenac),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),PLIAGLIS (lidocaine/tetracaine),Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),"TRIDACAINE II, III (lidocaine) patch",Non-Preferred
ANALGESICS/ANESTHETICS (TOPICAL),ZTLIDO (lidocaine),Non-Preferred
ANDROGENIC AGENTS,testosterone,Preferred
ANDROGENIC AGENTS,ANDROGEL (testosterone),Non-Preferred
ANDROGENIC AGENTS,JATENZO (testosterone undecanoate),Non-Preferred
ANDROGENIC AGENTS,NATESTO (testosterone),Non-Preferred
ANDROGENIC AGENTS,TESTIM (testosterone),Non-Preferred
ANDROGENIC AGENTS,TLANDO (testosterone undecanoate),Non-Preferred
ANDROGENIC AGENTS,VOGELXO (testosterone),Non-Preferred
ANDROGENIC AGENTS (continued),UNDECATREX (testosterone undecanoate),Non-Preferred
ANDROGENIC AGENTS (continued),UNDECATREX (testosterone undecanoate),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,benazepril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,ACCUPRIL (quinapril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,captopril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,ALTACE (ramipril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,enalapril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,EPANED (enalapril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,fosinopril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,LOTENSIN (benazepril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,lisinopril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,moexipril,Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,quinapril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,perindopril,Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,ramipril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,QBRELIS (lisinopril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,trandolapril,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,VASOTEC (enalapril),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,ZESTRIL (lisinopril),Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,benazepril/amlodipine,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,ACCURETIC (quinapril/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,benazepril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,"LOTENSIN HCT 
(benazepril/hydrochlorothiazide)",Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,captopril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,LOTREL (benazepril/amlodipine),Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,enalapril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,VASERETIC (enalapril/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,fosinopril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,ZESTORETIC (lisinopril/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,lisinopril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,quinapril/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS : ACE INHIBITOR (ACEI) COMBINATIONS,trandolapril/verapamil ER,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),irbesartan,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),ATACAND (candesartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),losartan,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),AVAPRO (irbesartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),olmesartan,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),BENICAR (olmesartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),telmisartan,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),candesartan,Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),valsartan tablet,Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),COZAAR (losartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),EDARBI (azilsartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),eprosartan,Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),MICARDIS (telmisartan),Non-Preferred
ANGIOTENSIN MODULATORS : ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs),valsartan solution,Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,ENTRESTO (valsartan/sacubitril) tablet DUR+,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,ATACAND HCT (candesartan/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,irbesartan/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,AVALIDE (irbesartan/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,losartan/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,AZOR (olmesartan/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,olmesartan/amlodipine,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,BENICAR HCT (olmesartan/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,olmesartan/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,candesartan/hydrochlorothiazide,Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,telmisartan/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,DIOVAN-HCT (valsartan/hydrochlorothiazide),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,valsartan/amlodipine,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,EDARBYCLOR (azilsartan/chlorthalidone),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,valsartan/amlodipine/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,ENTRESTO (valsartan/sacubitril) sprinkle capsule,Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,valsartan/hydrochlorothiazide,Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,EXFORGE (valsartan/amlodipine),Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,"EXFORGE HCT 
(valsartan/amlodipine/hydrochlorothiazide)",Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,olmesartan/amlodipine/hydrochlorothiazide,Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,telmisartan/amlodipine,Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,"TRIBENZOR 
(olmesartan/amlodipine/hydrochlorothiazide)",Non-Preferred
ANGIOTENSIN MODULATORS (continued): ARB COMBINATIONS,valsartan/sacubitril,Non-Preferred
ANGIOTENSIN MODULATORS (continued): DIRECT RENIN INHIBITORS,aliskiren,Non-Preferred
ANGIOTENSIN MODULATORS (continued): DIRECT RENIN INHIBITORS,TEKTURNA (aliskiren),Non-Preferred
ANGIOTENSIN MODULATORS (continued): DIRECT RENIN INHIBITOR COMBINATIONS,TEKTURNA HCT (aliskiren/hydrochlorothiazide),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,metronidazole tablet,Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,AEMCOLO (rifamycin),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,neomycin,Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,DIFICID (fidaxomicin),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,tinidazole,Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,FIRVANQ (vancomycin),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,vancomycin oral solution,Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,FLAGYL (metronidazole),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,LIKMEZ (metronidazole),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,"metronidazole 125 mg tablet, 375 mg capsule",Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,nitazoxanide,Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,paromomycin,Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,"REBYOTA (fecal microbiota, live-jslm)",Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,VANCOCIN (vancomycin),Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,vancomycin capsule,Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,"VOWST (fecal microbio spore, live-brpk)",Non-Preferred
ANTIBIOTICS (GI) & RELATED AGENTS,XIFAXAN (rifaximin),Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): LINCOSAMIDE ANTIBIOTICS,clindamycin,Preferred
ANTIBIOTICS (MISCELLANEOUS): LINCOSAMIDE ANTIBIOTICS,CLEOCIN (clindamycin),Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): LINCOSAMIDE ANTIBIOTICS,CELOCIN PEDIATRIC (clindamycin),Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,azithromycin,Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,ERYPED (erythromycin ethylsuccinate) suspension,Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,clarithromycin,Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,ERYTHROCIN (erythromycin stearate),Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,clarithromycin ER,Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,ZITHROMAX (azithromycin),Non-Preferred
ANTIBIOTICS (MISCELLANEOUS): MACROLIDES,E.E.S (erythromycin ethylsuccinate) suspension,Preferred
